,keywords
tt0105958,"male-protagonist,teenage-boy,best-friend,middle-school,sitcom-comedy,coming-of-age-drama,1990s,20th-century,teen-comedy,observational-comedy,two-sons-and-one-daughter,two-boys-one-girl,neighbor,teen-drama,laugh-track,philadelphia-pennsylvania,college,school-principal,high-school,friendship,father-son-relationship,dating,brother-brother-relationship,multiple-actors-for-one-character,wisecrack-humor,deadpan-humor,canned-laughter,coming-of-age,title-spoken-by-character"
tt8289930,"f1,formula-1,motor-sports,car-race,championship,race,racing,winning,fame,multi-millionaire-sportsman,machismo,speed,steering-wheel,risk-taker,car,car-driver,racecourse,drive,tournament,motorsports-sport,sports-documentary,driver,track,vehicle,engine"
tt7817340,"two-word-title,medical-drama,nurse,medical,doctor,patient,surgery,two-word-series-title,medical-doctor,physician,united-states-of-america,medicine,medical-director,public-hospital,neurologist,surgeon,2010s,2020s,21st-century,flashback,husband-wife-relationship,cancer,hospital,based-on-book,based-on-novel"
tt6905686,"racism,african-american,korean-war,warlock,tulsa-race-riot,tulsa-massacre,abusive-father,hand-drawn-comic-book,green-book,time-machine,boarding-house,lesbian-relationship,cosmic-horror,cancelled-prom,magic-curse,spell-book,mob-violence,temporal-paradox,time-paradox,alienation,bare-chested-male-bondage,supernatural-drama,dark-fantasy,monster-horror,supernatural-thriller,epic-drama,timeframe-1950s,bare-chested-male,female-rear-nudity,female-nudity,closeted-homosexual,reference-to-h.-p.-lovecraft,monkey-paw-productions,supernatural-horror,female-frontal-nudity,female-full-frontal-nudity,bloody-violence,lovecraftian,alien,folk-horror"
tt4061080,"intimacy-issues,boyfriend-girlfriend-relationship,group-of-friends,child-actress,entertainment-industry,tv-show-within-a-tv-show,television-producer,television-writer,aspiring-screenwriter,television-writing,modern-love,quirky-comedy,love,one-word-title,alcoholism,female-alcoholic,roommate,australian-abroad,immigrant,tutor,chance-meeting,marriage,vacation,house-sitting,tv-show,fictional-tv-show,filmmaker,dating,meeting-the-parents,alcoholics-anonymous,relationship-problems,falling-in-love,sex-scene,vibrator,blu-ray,recovering-alcoholic,elopement,breakup,friendship,interracial-friendship,television-industry,television-studio,teenage-girl,intergenerational-friendship,employer-employee-relationship,coworker-coworker-relationship,work-life-balance,amateur-film,amateur-filmmaker,cigarette-smoking,woman-smokes-a-cigarette,los-angeles-california,cheating,stuntman,timeframe-2010s,timeframe-21st-century,couple,love-couple,gas-station,condominium,watching-tv,steamy-romance"
tt22014226,"tv-special,fate"
tt0433309,"intelligence,police-officer,sex-scene,watching-tv,paramount,police-procedural-crime,federal-bureau-of-investigation-agent,federal-bureau-of-investigation,mathematician,science,mathematics,analogy,university-professor,boyfriend-girlfriend-relationship,estranged-family-member,campus,estrangement,grief,university,notebook,mixed-alpha-numeric-title,brotherly-love,intentionally-misspelled-title,suspense,murder-investigation,female-agent,federal-agent,father-son-relationship,college-professor,college-campus,babe-scientist,police-detective,detective,los-angeles-california,genius,brother-brother-relationship,title-spoken-by-character"
tt9077530,"nurse-practioner,flirting,small-town,friendship,california,based-on-bestselling-book-series,based-on-novel,kiss,love,moving,feel-good-romance,parent,midwife,life,home,2010s,2020s,21st-century,steamy-romance,town,friend,soap-opera-drama,domestic-drama,new-start,female-protagonist,based-on-book,nurse,heteronormativity"
tt2189221,"alien,post-apocalypse,planet-invasion,alien-invasion,planetary-romance,st.-louis-gateway-arch,alien-drives-a-car,alien-technology,alien-spacecraft,spacecraft,timeframe-2040s,timeframe-21st-century,epic-sci-fi,colony-sci-fi,extraterrestrial,year-2046,force-field,future,one-word-series-title,female-humanoid-alien,humanoid-alien,interspecies-romance,vehicle,human-alien-relationship,earth-republic,alien-deputy,alien-doctor,killer-robot,female-mayor,bounty-hunter,foster-child,foster-daughter,mine,father-dislikes-daughter's-boyfriend,fight-club,bar,implied-swearing,terraforming,scavenger,alien-language"
tt0375355,"character-name-as-series-title,forename-as-series-title,male-protagonist,21st-century,showbiz-comedy,sitcom-comedy,friend,spin-off,scientist,rocket-scientist,apartment,kiss,hollywood-california,one-word-title,2000s,wisecrack-humor,laugh-track,italian-american,cult-tv,sex,sitcom,agent,neighbor,mother-son-relationship,uncle-nephew-relationship,superintendent,los-angeles-california,brother-sister-relationship,womanizer,actor,title-spoken-by-character"
tt4159076,"dystopia,dystopian-sci-fi,spaceship,amnesia,based-on-comic,dark-science-fiction,space-travel,evil-corporation,dystopian-future,rebellion,ambiguous-ending,comradery,female-android,canadian-science-fiction,dark-horse-comics,psychotronic-series,space-adventure,timeframe-after-2050,epic-sci-fi,artificial-intelligence-sci-fi,27th-century,stasis,android,death,murder,betrayal,doppelganger,female-fighter,outer-space,space-opera,space-western,hand-to-hand-combat,martial-arts,mercenary,criminal,time-travel,warrior,female-warrior,two-word-title"
tt1703925,"dog,remake,character-name-as-series-title,surname-as-series-title,gross-out-comedy,costume,stoner-comedy,surreal-comedy,high-concept-comedy,crude-humor-comedy,personal-drama,buddy,attempted-suicide,death,animal-drinking-alcohol,drugged-animal,drug-use,suicide-attempt,psychological-drama,animal-costume,anthropomorphic-dog,secret-society,cult,sexual-humor,shock-humor,surrealism,psychopath,hallucination,tragicomedy,insanity,mental-illness,dark-comedy,black-comedy"
tt0088526,"southern-belle,roommate,famous-opening-theme,sicilian,norwegian-american,italian-american,divorcee,widow,catholic,friendship-between-women,miami-florida,friendship,grandmother,sitcom,casual-sex,three-word-series-title,immigrant,laugh-track,old-age,sitcom-comedy,mother-daughter-relationship"
tt4145384,"sorority,devil-costume,murder,killer,mascot,investigation,father-daughter-relationship,scream,instagram,greek,flirting,text-message,friendship,baby,mother-issues,gay,bathtub,blood,2010s,female-protagonist,scream-queen,sexual-humor,1990s,timeframe-1990s,timeframe-2010s,dark-comedy,satire-comedy,slasher-horror,suspense-mystery,timeframe-21st-century,university,hospital,co-ed,campus,teen-horror,bare-chested-male,male-underwear,rich-girl,popular-girl,police,mansion,knife,coffee,brat,brother-brother-relationship,necrophilia,lesbian,homosexual"
tt1821681,"magical-realism,personal-drama,single-father,one-word-series-title,autism,interconnected-lives,cell-phone,statistics,starts-with-narration,narrated-by-character,supernatural-power,father-son-relationship,predicting-the-future,mute,psychic"
tt11912196,"mythology,suspense"
tt0348913,"death,grim-reaper,undead,black-comedy,soul,seattle-washington,voice-over-narration,alter-ego,employer-employee-relationship,death-of-sister,mother-daughter-relationship,waitress,diner,cult-tv,afterlife,supernatural-power,accidental-death,death-of-daughter,temp-agency,grief,female-protagonist,dark-comedy,corpse,accidental-killing,waffle-house,actress,office-worker,high-concept-comedy,early-2000's,early-21st-century,divorce,office-work,catholicism,frog,looting-corpses,destiny,second-chance,post-it-note,philosophy,character-repeats-someone-else's-dialogue,three-word-title,british,explosion,electrocution"
tt0318871,"dark-fantasy,sword-fighting,cruelty,demon,duel,horse,monster,covered-in-blood,emotional-shock,good-versus-evil,solar-eclipse,torment,fight,mercenary,battle,bloodshed,military,rain,dark-hero,violence,split-diagonally-in-two,large-sword,sword-fight,anime,based-on-manga,angst,female-topless-nudity,dark,despair,evil,existential,female-frontal-nudity,snowing,tears,warrioress,younger-version-of-character,mature-animation,snow-adventure,for-grown-ups-animation,king,swordsman,swordplay,sexual-abuse,rape,horseback-riding,blood-splatter,surrealism,torture-chamber,throat-slit,sinister,scream,loss-of-friend,hallucination,falling-in-love,dying,bitterness,sword-and-fantasy,suffering,revenge,rage,loss-of-virginity,joy,hostility,hatred,first-time-sex,female-warrior,female-nudity,death,dark-past,crying,blacksmith,axe,ambition,vengeance,existentialism,torso-cut-in-half,gore,blood,talisman,swordsmen,sword,emotionally-disturbed-person,open-ended,tragedy,middle-ages,macabre,hero,giant-monster,nihilism,medieval-times,laughter,mysticism,poisoned-drink,arm-amputation,athlete,bare-chested-male,bloodthirsty,carnage,close-up-of-eye,emaciation,fiend,grudge,mercilessness,tavern,viciousness,female-rear-nudity,female-full-frontal-nudity,anime-animation,force,based-on-comic-book,high-fantasy,spirit,stabbed-in-the-stomach,pride,memory,flashback,falling,trap,supernatural-power,muscleman,fight-to-the-death,escape-attempt,dangerous-mission,attempted-poisoning,wings,tree,transformation,torture,tentacle,suicide-attempt,stabbed-in-the-head,stabbed-in-the-eye,stabbed-in-the-back,stabbed-in-the-arm,sleep,slaughter,sexual-perversion,severed-arm,self-mutilation,self-injury,running,cape-the-garment,rescue-attempt,rampage,question,perversion,one-eyed-man,no-ending,nightmare,needle,message,massacre,man-eaten-by-a-monster,magic,loss-of-faith,loss-of-dream,long-hair,head-blown-off,green-hair,forces-of-evil,eye,exploding-head,evil-power,escape,eclipse,dying-words,dream,breaking-down-a-door,desperation,demoness,death-of-horse,dead-body,darkness,dark-power,curse,corpse,cemetery,cart,broken-dream,broken-door,visual-impairment,black-magic,biting,arrest,wood,woods,wine,water,waterfall,warrior,victory,venom,valley,teenage-girl,teenage-boy,tall-man,sword-wound,surprise,strength,stairs,stabbing,stabbed-to-death,stabbed-in-the-chest,spear,snow,sickness,shot-with-an-arrow,shield,servant,saga,sadness,sadist,sadism,river,rivalry,rescue,queen,punch,princess,precipice,power,poison,party,palace,palace-intrigue,pain,nudity,nude-bathing,noble,nipples,murder,murder-plot,murder-attempt,mountain,moonlight,minister,maid,lord,lake,lady,knight,knife,kiss,kingdom,jumping,impalement,helmet,hall,goodbye,glory,friend,friendship,forest,flag,fire,fear,fate,farewell,falling-into-water,falling-from-height,expose,evil-queen,evil-man,epic,envy,enemy,dress,doubt,dismemberment,desire,defeat,dead-man,dead-child,danger,cut,crowd,crossbow,coward,courage,clothes-ripping,cave,cavern,castle,cabin,brutality,broken-sword,betrayal,bed,bedroom,beating,bandage,attempted-rape,attempted-murder,arrow,arrow-in-chest,armor,aristocrat,aristocracy,applause,anger,abyss,sacrifice,royalty,destiny,split-in-two,decapitation,amputation,sword-and-sorcery,death-of-friend,death-of-child,black-comedy,bleakness,religion,pedophilia,pedophile,tragic-hero,arrogance,corruption"
tt1641384,"sexy-alien,superhero-action,based-on-comic-book,superhero-team,superhero,dc-comics,martian,alien-spacecraft,humanoid-alien,teleportation,weapons-fire,alien-device,alien-technology,alien-weapon,materialization,dematerialization,alien,alien-superhero,spaceship,spacecraft,alien-spaceship,outer-space,mask,robot,humanoid-robot,telekinesis,robot-superhero,telepathy,telepathic-alien,kryptonian,hydrokinesis,atlantean,justice-league,clone,extraterrestrial,caped-superhero,flying,flying-man,flying-alien,flying-superhero,human-alien-hybrid,super-strength,alien-armor,human-kryptonian-hybrid,green-skin,green-skinned-alien,aquatic-humanoid,shapeshifter,shapeshifting,shapeshifting-alien,good-versus-evil,legacy-character,dc-universe,dc-nation,archery,superhero-adventure,2d-animation,superhero-sci-fi,supervillain,villain,armor,hbo-max,teenage-boy,superhero-fantasy,sidekick,two-word-series-title,android,masked-superhero,teenage-superhero"
tt9660182,"resident-evil,2020s,2030s,year-2022,year-2036,supernatural-horror,dark-secret,evil-organization,dystopia,secret-master-villain,criminal-mastermind,good-versus-evil,evil-corporation,end-of-the-world,sister-sister-relationship,reanimated-corpse,bloody-violence,survival-horror,post-apocalypse,corporate-conspiracy,ulterior-motive,virus,zombie,violence,blood,outbreak,deadly-virus,gun,attack,death,live-action,sister,survival,splatter-horror,escape,zombie-apocalypse,dog,zombie-horror,based-on-video-game,albert-wesker-character,corporate-crime,bioterrorism,genocide,murder,evil-dead,corrupt-system,nightmare,supernatural-power,social-commentary,fighting-the-system,mysterious-villain,terrorist,evil,artificial-intelligence,psychic,criminal-organization,evil-father,corruption,abuse-of-power,hell-on-earth,annihilation,mass-murderer,conglomerate,systemic-corruption,insect,megacorporation,psychotronic-series,dark,city,shotgun,secret,weapon,gothic"
tt3921180,"stabbing,gory,teen-slasher,murder,massacre,obsession,mystery-killer,stabbed-to-death,explosion,dead-teenager,body-count,characters-killed-one-by-one,slasher,spin-off,cool,horror-icon,high-school,gridiron,ghostface,celebrity-cameo,secret,betrayal,drug-dealer,whodunit,deception,mother-son-relationship,diversity,cornfield,reboot,mask,male-teacher-female-student-romance,male-teacher-female-student-sex,male-teacher-female-student-kiss,male-teacher-female-student-affair,male-teacher-female-student-relationship,older-man-younger-woman-romance,older-man-younger-woman-sex,older-man-younger-woman-affair,older-man-younger-woman-kiss,male-teacher-has-sex-with-female-student,the-weinstein-company,fbi-federal-bureau-of-investigation,telephone-terror,serial-killer-crime,slasher-horror,suspense-mystery,timeframe-2010s,timeframe-21st-century,atlanta-georgia,teenager,teenage-girl,millennial-generation,generation-y,throat-slit,death,telephone-call,hanging,pier,lake-house,abandoned-hospital,girlfriend-girlfriend-relationship,journalist,podcast,revenge,disfigurement,framed-for-murder,affair,police-station,father-son-relationship,boyfriend-girlfriend-relationship,mother-daughter-relationship,teenage-boy,teacher-student-relationship,webcam,blackmail,dance,abduction,costume,sheriff,copycat-killer,bullying,car-accident,dead-animal,decapitation,farm,teen-horror,slasher-killer,based-on-film,masked-killer"
tt1595859,"new-york-police-department,family-relationships,brother-brother-relationship,father-daughter-relationship,family-of-cops,multi-generational,brother-sister-relationship,grandfather-grandson-relationship,father-son-relationship,three-generations,retired-cop,new-york-city,dinner-table,dinner-table-conversation,police-commissioner,female-police-officer,police-officer,police-procedural-crime,cop-drama,21st-century,police,police-procedural,domestic-drama"
tt0118300,"older-person-playing-teen,friendship,character-name-in-series-title,forename-as-series-title,teensploitation,vito-russo-test-passed,columbia-tristar,columbia-tristar-home-video,teen-drama,coming-of-age-drama,teen-romance,soap-opera-drama,timeframe-1990s,timeframe-2000s,timeframe-20th-century,timeframe-21st-century,teenage-girl,teenage-boy,soulmate,gay-friend,film-student,father-daughter-relationship,sister-sister-relationship,mother-son-relationship,love-triangle,father-son-relationship,dysfunctional-family,brother-sister-relationship,brother-brother-relationship,boyfriend-girlfriend-relationship,loss-of-father,gay-teenager,gay-football-player,first-sexual-experience,coming-out,aspiring-filmmaker,fictional-city,coastal-village,boston-massachusetts,video-store,small-town,gay-kiss,divorce,college,coming-of-age,school,christianity,high-school,homosexual,gay,sexuality"
tt0235918,"teacher,husband-wife-relationship,wish-fulfillment,magic,fairy-godmother,fairy-godfather,nicktoon,goldfish,psychotronic-series,disguise,shapeshifting,dental-braces,fictional-city,bully,child-protagonist,eyeglasses,african-american,superhero,unrequited-love,fishbowl,bedroom,best-friend,hat,obsessive-love,marriage,neighbor-neighbor-relationship,nerd,popular-girl,nickelodeon,female-antagonist,stalker-with-a-crush,male-protagonist,2d-animation,flash-animation,villain,villainess,alien,making-a-wish,california,mother-son-relationship,father-son-relationship,school-principal,evil-babysitter,school-bully,austrian-accent,suburb,magical-world,goldfish-bowl,city,shapeshifter,godparent,bare-midriff,friend,human,teenage-girl,rulebook,schoolteacher,schoolboy,schoolgirl,student,next-door-neighbor,teacher-student-relationship,pixie,fairly-oddparents,absurd-comedy,long-running-tv,pink-hat,pink-shirt,brown-hair,blue-eyes,pink-eyes,yellow-shirt,tie,white-shirt,baby,dog,green-shirt,abusive-babysitter,male-antagonist,anti-fairy,female-babysitter,cupid,tooth-fairy,comic-book,human-nonhuman-relationship,muscleman,obsession,anti-hero,sister-sister-relationship,mayor,newscaster,goat,prince,red-hair,spanish-accent,dysfunctional-family,timeframe-2000s,timeframe-2010s,timeframe-21st-century,teen-comedy,boy,principal,sword-and-sorcery-fantasy,fairy-tale-fantasy,elementary-school,brown-haired-boy,slapstick-comedy,surrealism,surrealist,problem,babysitting,adult-son-lives-with-his-mother,abusive-teacher,abuse,irish-accent,anthropomorphism,indian-american,running-gag,sadism,genie,parent-child-relationship,singer,princess,king,queen,planet,crush,jealousy,darth-vader-spoof,batman-spoof,rich-boy,imaginary-friend,businessman,friendship,hippie,news-reporter,hand-drawn-animation,traditional-animation,scout,superhero-fantasy,parody-comedy,fairy,babysitter,parents,wish,school,crown,magic-wand,child,green-hair,pink-hair,mixed-caps-in-title,three-word-title,character-never-tells-his-real-name,evil-teacher,family-relationships"
tt8690918,"male-protagonist,alien-visitor,changeling,based-on-comic,body-horror,alien,living-incognito,human-camoflauge,repetitive,derivative,small-town-america,lowbrow,low-brow-humor,based-on-comic-book,visitor,psychotronic-series,2020s,alien-on-earth,extraterrestrial,humanoid-alien,colorado,mountain-states,mountain-west,interior-west,american-west,crude-humor-comedy,cozy-mystery,politically-correct,dark-horse-comics,farce"
tt2100976,"hidden-camera-reality-tv,timeframe-2010s,timeframe-2020s,timeframe-21st-century,cringe-comedy,hidden-camera,non-fiction"
tt1195935,"black-comedy,male-protagonist,absurd-comedy,bear,teenage-girl,teenage-daughter,15-year-old,little-boy,bare-midriff,african-american-protagonist,anthropomorphic-bear,anthropomorphic-animal,ethnic-humor,absurdism,three-word-title,for-grown-ups-animation,mature-animation,satire-comedy,neighbor,hometown,husband-wife-relationship,family-home,family-man,teenage-boy,teenage-son,14-year-old,talking-animal,cartoon-bear,mobility-scooter,african-american,satire,scatological-humor,dysfunctional-family,divorcee,christianity,drinking-beer,talking-bear,stepmother-stepson-relationship,stepfather-stepson-relationship,stepfather-stepdaughter-relationship,stepfamily,father-son-relationship,adult-animation,character-name-in-title"
tt0485301,"torchwood,alien-technology,doctor-who-spin-off,ex-cop,anti-hero,spin-off,paranormal-investigation,paranormal-investigation-team,shared-universe,gay-character,reference-to-queen-victoria,man-from-the-future,time-travel,united-kingdom,51st-century,investigation,dying-repeatedly,alien-abduction,secrecy,gay-relationship,cardiff-wales,bisexual-male,immortality,bisexual,monster,wales,paranormal-phenomenon,coworker-coworker-relationship,cardiff,europe,psychotronic-series,starz,alien,british-science-fiction,timeframe-2000s,timeframe-2010s,timeframe-21st-century,alien-invasion-sci-fi,female-rear-nudity,captain-jack-harkness-character,gwen-cooper-character,ianto-jones-character,paranormal-investigator,extraterrestrial,alien-investigator,renegade,one-word-series-title,husband-wife-relationship,gay-kiss,boyfriend-boyfriend-relationship"
tt5645432,"based-on-novel,mission,epic-drama,gun,fbi-federal-bureau-of-investigation,psychological-drama,cg-animation,father-daughter-relationship,former-cia-agent,living-off-the-grid,cia-agent,younger-version-of-character,rottweiler,guard-dog,widower,flashbacks,counter-intelligence-operation,no-opening-credits,actor-executive-producer,station-chief,fbi-office,soviet-invasion-of-afghanistan,afghan-warlord,husband-wife-relationship,female-soviet-spy,talking-to-dead-wife,private-contractors,fbi-agent,assassins,gru-russian-main-intelligence-directorate,russian-army-officer,washington-d.c.,secret-paternity,exfiltration,spy-thriller,spy-action,one-person-army-action,suspense-drama,political-drama,epic-action,russian-intelligence-officer,cia-chief"
tt0111958,"character-name-as-series-title,two-word-title,rabbit,car,raffle,fun-fair,beauty-contest,author,holiday,caravan,department-store,phone-line,alcoholic,old-man,teapot,house-keeper,church,bishop,bedroom,bathroom,party,mishap,isolation,cinema,protest,eurovision,contest,man-child,embezzlement,dog-collar,cave,sitcom-comedy,parody-comedy,laugh-track,island,ireland,priest,housekeeper,sitcom,scatological-humor,scene-before-opening-credits,roman-catholic,irish,irish-catholic,catholic-priest,catholic-church,tea,drink,catholic,religion,character-name-in-title"
tt0493093,"character-name-as-series-title,schoolgirl,laugh-track,sibling-rivalry,timeframe-2000s,timeframe-2010s,teen-comedy,timeframe-21st-century,hannah-montana-character,teenage-girl-as-protagonist,sitcom-comedy,malibu,singer,double-life,older-person-playing-teen,friendship-between-girls,teenage-protagonist,popular-girl,female-protagonist,2010s,2000s,two-word-title,rhyme-in-title,stardom,secret-life,manager,identity-swap,famous-singer,fame,celebrity,teenager,cult-tv,teen-angst,real-life-father-and-daughter-playing-father-and-daughter,hillbilly,teenage-girl,school-life,pop-music,high-school,alter-ego,family-relationships,wig,widower,sitcom,single-parent,single-father,school,friendship,father-son-relationship,brother-sister-relationship,best-friend,actress-shares-first-name-with-character,father-daughter-relationship,pop-star,title-spoken-by-character,controversy"
tt2049116,"shifting-power,treason,camorra,organised-crime,cocaine-war,female-drug-lord,gang-war,poverty,drug-kingpin,brotherhood,drug-dealer,sicilian-mafia,corruption,albanian-mafia,father-son-relationship,succession,reference-to-the-camorra,catholic-church,columbian-mafia,gangster-crime,epic-drama,timeframe-2010s,timeframe-21st-century,betrayal,female-frontal-nudity,female-nudity,female-rear-nudity,female-full-frontal-nudity,based-on-book,dialect"
tt0972534,"character-name-as-series-title,forename-in-series-title,laugh-track,sitcom-comedy,teen-comedy,teen-romance,timeframe-2000s,timeframe-2010s,timeframe-21st-century,teenage-romance,shared-universe,nickelodeon,mishap,immature-adult,female-protagonist,older-brother,high-school,rigorous-mother,friendship,seattle-washington,webcast,teenage-girl,guardian,brother-sister-relationship,best-friend,artist,apartment"
tt7255502,"aging,friendship,male-protagonist,male-friendship,acting-coach,friend,life,best-friend,daughter,sitcom-comedy,timeframe-2010s,timeframe-21st-century,timeframe-2020s"
tt1267295,"live-action-remake-of-anime,cowboy,bounty-hunter,gangster,remake,neo-noir,jazz-music,space-western,jazz,space-opera,organized-crime,hero,bounty,hunter,galaxy,criminal,danger,space,crew,future,futuristic,skill,martial-arts,hacker,fight,violence,based-on-anime-series,future-city,live-action,action-hero,anti-hero,gun,handgun,two-word-title,mysterious-past,spaceship,tough-guy,cult-favorite,cult-tv,gunfight,outer-space,ex-gangster,heroine,friendship,mechanical-arm,good-versus-evil,outlaw,femme-fatale,starship-name-in-series-title,human-in-outer-space,cowboys-and-outlaws,action-heroine,tough-girl,exploration,weapon,target,ragtag,epic-action,epic-fantasy,space-sci-fi,space-adventure,katana,katana-sword,kung-fu,afro,one-man-army,one-against-many,church,casino,jazz-club,timeframe-after-2050,timeframe-21st-century,based-on-cartoon,based-on-tv-series,surrealism,psychotronic-series,based-on-cult-tv-series,warrior,stylized-violence,anti-heroine,female-warrior,female-fighter,female-bounty-hunter,space-travel,spacecraft,superhero,female-full-frontal-nudity,female-rear-nudity,female-nudity,live-action-adaptation,superhero-action,superhero-sci-fi,based-on-anime,blood"
tt2309295,"small-town,werewolf,mansion,father-daughter-relationship,pennsylvania,mother-son-relationship,gypsy,supernatural-power,vampire,based-on-novel,witchcraft,female-topless-nudity,supernatural-drama,supernatural-horror,timeframe-2010s,timeframe-21st-century,vampire-horror,town-with-a-dark-secret,female-full-frontal-nudity,female-nudity,female-rear-nudity,half-brother-half-sister-incest,half-brother-half-sister-sex,sex-with-half-brother,sex-with-half-sister,forbidden-sex,half-brother-impregntes-half-sister,blood,telepathy,place-name-in-series-title,based-on-young-adult-novel,disfigurement,psychiatrist,investigation,cousin-cousin-relationship,fictional-town,murder"
tt3358020,"body-horror,alien,symbiotic-relationship,high-school,based-on-manga,cannibalism,right-hand,pregnancy,evacuation,alien-invasion,car-accident,spore,murdered-mother,phone-booth,hospital,ferry,alien-invasion-sci-fi,teen-horror,female-rear-nudity,female-nudity,anime-animation,psychotronic-series,humanity,parasite"
tt8068860,"animal-abuse,psychological-thriller,psychological-drama,philadelphia-pennsylvania,wine-collection,apple-tv,living-doll,grief,catatonic-state,townhouse,nanny,babysitter,psychological-horror,suspense-mystery,timeframe-2010s,timeframe-2020s,timeframe-21st-century,suburban-life,delusion,trauma,secretive,therapy,dialogue-driven,enclosed,suspense,dark,food-porn,chef,cult,self-mutilation"
tt0363328,"laugh-track,stepfamily,slapstick-comedy,character-names-as-series-title,dysfunctional-family,timeframe-2000s,breaking-the-fourth-wall-by-talking-to-the-audience,timeframe-21st-century,teen-comedy,teenager,sitcom-comedy,shared-universe,nickelodeon,brother,2000s,ampersand-in-title,three-word-title,family-relationships,teenage-girl,teenage-boy,talking-to-the-camera,stepbrother-stepbrother-relationship,mother-son-relationship,father-son-relationship,brother-sister-relationship,stepsister,sitcom,sibling-rivalry,high-school,advice-columnist,actor-shares-first-name-with-character"
tt4122068,"female-protagonist,dystopian-sci-fi,social-sci-fi,based-on-tv-series,british-science-fiction,cyborg-sci-fi,artificial-intelligence-sci-fi,robot-sci-fi,brief-female-rear-nudity,female-rear-nudity,near-future,philosophy,robot,humanoid,artificial-intelligence,robot-human-relationship,human-robot,remake"
tt12708542,"star-wars,clone,clone-trooper-echo-character,disney-star-wars,disney-plus,army,weapon,laser-gun,droid,spaceship,helmet,trooper,space-opera,explosion,gunship,galaxy,robot,gun,alien,bow,cgi-animation,computer-animation,outer-space,space-adventure,space-sci-fi,cg-animation,shared-universe,3d-animation,spin-off,lightsaber,exploration,clone-trooper,gonk-droid,galactic-empire,stormtrooper,postmodern,group,bow-and-arrow,laser"
tt8788458,"anime,dystopia,orphanage,survival,orphans,demon,evil,eating-a-child,freedom,hope,demon-society,forest,wall,cliff,lie,farming,spy,secret,dark-secret,truth,running,tag,harvest,gate,fire,sibling-relationship,killing-children,hunting,friendship,betrayal,pocket-watch,implanted-tracking-device,chess,game,training,food,night,identification-number,tattoo,traitor,morse-code,secret-room,cage,trap,radio-transmitter,promise,tests,studying,multiple-plot-twists,suspense,white-clothing,field,grass,tree,truck,child-prodigies,sacrifice,broken-leg,tracking-device,plantation,determination,strong-willed,neverland,escape-from-prison,escape-from-jail,lullaby,caretaker,dead-children,flower,nightmare,strategy,escape,monster,death,playing-tag,sister,evil-mother,happy-family,cut-off-from-the-outside-world,adoption,fear,plan,evil-caretaker,library,test-score,secret-message,11-year-old,shipment-date,character-tries-to-light-himself-on-fire,cuts-off-ear,merchandise,cattle,retaliation,thinking-outside-the-box,breeder,headquarters,thinking-from-the-enemies-perspective,rescue,12-year-old,6-year-old,human,stuffed-toy,human-flesh,human-brain,4-year-old,7-year-old,9-year-old,10-year-old,flashback,birthday,loss-of-hope,baby,based-on-manga,japanese,dark-fantasy,number,deal,meat,human-meat,hunting-humans,drinking-blood,pen,shelter,bunker,government-corruption,revolt,suicide,pendant,necklace,religion,mask,horns,old-blind-man,revenge,running-for-one's-life,death-of-a-child,hidden-message,redemption,genocide,stabbing,knife,danger,sword,mind-games,human-experimentation,unethical-experimentation,love-interest-dies,torture,spear,chase,book,reading,white-clothes,ignorance-is-bliss,forced-drug-addiction,ancient-treaty,cutting-off-ear,degeneration,coughing-up-blood,illness,forced-drug-use,disguise,invasion,murder,good-luck-charm,escape-plan,summer,set-in-future,divided-world,children-fooling-adults,scheming,planning,winter,high-quality-meat,rope,calendar,nine-year-old,camera,children-outsmarting-adults,intelligent-children,secret-note,brainstorming,outsmarting-a-demon,education,cannibalism,testing,grandma,mother,making-a-deal,tin-can-telephone,travel,song,setting-oneself-on-fire,house-fire,eating-human-brain,brainwashing,mind-manipulation,dream,secret-hideout,giving-up,ritual,kidnapping,blood,brains,eating-human-flesh,offering,radio,red-haired-girl,pain,happy-ending,reunion,plantation-style-house,breaking-and-entering,gun,bow-and-arrow,time-skip,japan,japanese-animation,anguish,agony,emotional-anguish,grieving,lantern,family-relationships,friend,large-family,children-friends,character-has-good-memories,character-remembers-being-born,argument,disagreement,three-friends,agreement,double-cross,lying-to-protect-someone,teenager,fight,whispering,death-threat,allies,telephone,5-year-old,future,urgency,time-running-out,survivor,attempted-suicide,guilt,eating,live,character-wants-to-live,survivors-guilt,giving-away-a-child-at-birth,eavesdropping,forced-to-give-birth,wanting-to-grow-up,child-wishes-to-grow-up,life,instant-death,euthanasia,child-doesn't-get-to-grow-up,meal,necessary-evil,human-livestock,factory-farm,spoiled-children,livestock,human-cattle,watchdog,genetic-engineering,genetically-engineered-meat,low-fence,fence,rules,battle,character-cuts-himself-with-knife,bloody-hands,ally,enemy,evil-parents,sympathetic-villain,backstory,special-children,mother-kills-child,mother-lies-to-her-child,facade,living-a-lie,premium-farm,perfect-score,perfect-test-score,stress,disobeying-parents,sharp-teeth,breaking-a-rule,eating-brains,playing,anime-animation,supernatural-thriller,timeframe-21st-century,timeframe-2040s,zip-line,mature-animation,memory,for-grown-ups-animation,plot-twist"
